name,generationID,type1,type2,hp,attack,Defense,sp_attack,sp_defense,speed,pokedexEntryNum,abilityName1,abilityName2,abilityName3
Numel,3,fire,ground,60,60,40,65,45,35,322,Oblivious,Simple,Own Tempo
Camerupt,3,fire,ground,70,120,100,145,105,20,323,Magma Armor,Solid Rock,Anger Point
Torkoal,3,fire,,70,85,140,85,70,20,324,White Smoke,Drought,Shell Armor
Spoink,3,psychic,,60,25,35,70,80,60,325,Thick Fat,Own Tempo,Gluttony
Grumpig,3,psychic,,80,45,65,90,110,80,326,Thick Fat,Own Tempo,Gluttony
Spinda,3,normal,,60,60,60,60,60,60,327,Own Tempo,Tangled Feet,Contrary
Trapinch,3,ground,,45,100,45,45,45,10,328,Hyper Cutter,Arena Trap,Sheer Force
Vibrava,3,ground,dragon,50,70,50,50,50,70,329,Levitate,,
Flygon,3,ground,dragon,80,100,80,80,80,100,330,Levitate,,
Cacnea,3,grass,,50,85,40,85,40,35,331,Sand Veil,Water Absorb,
Cacturne,3,grass,dark,70,115,60,115,60,55,332,Sand Veil,Water Absorb,
Swablu,3,normal,flying,45,40,60,40,75,50,333,Natural Cure,Cloud Nine,
Altaria,3,dragon,flying,75,110,110,110,105,80,334,Natural Cure,Cloud Nine,
Zangoose,3,normal,,73,115,60,60,60,90,335,Immunity,Toxic Boost,
Seviper,3,poison,,73,100,60,100,60,65,336,Shed Skin,Infiltrator,
Lunatone,3,rock,psychic,90,55,65,95,85,70,337,Levitate,,
Solrock,3,rock,psychic,90,95,85,55,65,70,338,Levitate,,
Barboach,3,water,ground,50,48,43,46,41,60,339,Oblivious,Anticipation,Hydration
Whiscash,3,water,ground,110,78,73,76,71,60,340,Oblivious,Anticipation,Hydration
Corphish,3,water,,43,80,65,50,35,35,341,Hyper Cutter,Shell Armor,Adaptability
Crawdaunt,3,water,dark,63,120,85,90,55,55,342,Hyper Cutter,Shell Armor,Adaptability
Baltoy,3,ground,psychic,40,40,55,40,70,55,343,Levitate,,
Claydol,3,ground,psychic,60,70,105,70,120,75,344,Levitate,,
Lileep,3,rock,grass,66,41,77,61,87,23,345,Suction Cups,Storm Drain,
Cradily,3,rock,grass,86,81,97,81,107,43,346,Suction Cups,Storm Drain,
Anorith,3,rock,bug,45,95,50,40,50,75,347,Battle Armor,Swift Swim,
Armaldo,3,rock,bug,75,125,100,70,80,45,348,Battle Armor,Swift Swim,
Feebas,3,water,,20,15,20,10,55,80,349,Swift Swim,Oblivious,Adaptability
Milotic,3,water,,95,60,79,100,125,81,350,Marvel Scale,Competitive,Cute Charm
Castform,3,normal,,70,70,70,70,70,70,351,Forecast,,
Kecleon,3,normal,,60,90,70,60,120,40,352,Color Change,Protean,
Shuppet,3,ghost,,44,75,35,63,33,45,353,Insomnia,Frisk,Cursed Body
Banette,3,ghost,,64,165,75,93,83,75,354,Insomnia,Frisk,Cursed Body
Duskull,3,ghost,,20,40,90,30,90,25,355,Levitate,Frisk,
Dusclops,3,ghost,,40,70,130,60,130,25,356,Pressure,Frisk,
Tropius,3,grass,flying,99,68,83,72,87,51,357,Chlorophyll,Solar Power,Harvest
Chimecho,3,psychic,,75,50,80,95,90,65,358,Levitate,,
Absol,3,dark,,65,150,60,115,60,115,359,Pressure,Super Luck,Justified
Wynaut,3,psychic,,95,23,48,23,48,23,360,Shadow Tag,Telepathy,
Snorunt,3,ice,,50,50,50,50,50,50,361,Inner Focus,Ice Body,Moody
Glalie,3,ice,,80,120,80,120,80,100,362,Inner Focus,Ice Body,Moody
Spheal,3,ice,water,70,40,50,55,50,25,363,Thick Fat,Ice Body,Oblivious
Sealeo,3,ice,water,90,60,70,75,70,45,364,Thick Fat,Ice Body,Oblivious
Walrein,3,ice,water,110,80,90,95,90,65,365,Thick Fat,Ice Body,Oblivious
Clamperl,3,water,,35,64,85,74,55,32,366,Shell Armor,Rattled,
Huntail,3,water,,55,104,105,94,75,52,367,Swift Swim,Water Veil,
Gorebyss,3,water,,55,84,105,114,75,52,368,Swift Swim,Hydration,
Relicanth,3,water,rock,100,90,130,45,65,55,369,Swift Swim,Rock Head,Sturdy
Luvdisc,3,water,,43,30,55,40,65,97,370,Swift Swim,Hydration,
Bagon,3,dragon,,45,75,60,40,30,50,371,Rock Head,Sheer Force,
Shelgon,3,dragon,,65,95,100,60,50,50,372,Rock Head,Overcoat,
Salamence,3,dragon,flying,95,145,130,120,90,120,373,Intimidate,Moxie,
Beldum,3,steel,psychic,40,55,80,35,60,30,374,Clear Body,Light Metal,
Metang,3,steel,psychic,60,75,100,55,80,50,375,Clear Body,Light Metal,
Metagross,3,steel,psychic,80,145,150,105,110,110,376,Clear Body,Light Metal,
Regirock,3,rock,,80,100,200,50,100,50,377,Clear Body,Sturdy,
Regice,3,ice,,80,50,100,100,200,50,378,Clear Body,Ice Body,
Registeel,3,steel,,80,75,150,75,150,50,379,Clear Body,Light Metal,
Latias,3,dragon,psychic,80,100,120,140,150,110,380,Levitate,,
Latios,3,dragon,psychic,80,130,100,160,120,110,381,Levitate,,
Kyogre,3,water,,100,150,90,180,160,90,382,Drizzle,,
Groudon,3,ground,,100,180,160,150,90,90,383,Drought,,
Rayquaza,3,dragon,flying,105,180,100,180,100,115,384,Air Lock,,
Jirachi,3,steel,psychic,100,100,100,100,100,100,385,Serene Grace,,
Deoxys,3,psychic,,50,95,90,95,90,180,386,Pressure,,
Turtwig,4,grass,,55,68,64,45,55,31,387,Overgrow,Shell Armor,
Grotle,4,grass,,75,89,85,55,65,36,388,Overgrow,Shell Armor,
Torterra,4,grass,ground,95,109,105,75,85,56,389,Overgrow,Shell Armor,
Chimchar,4,fire,,44,58,44,58,44,61,390,Blaze,Iron Fist,
Monferno,4,fire,fighting,64,78,52,78,52,81,391,Blaze,Iron Fist,
Infernape,4,fire,fighting,76,104,71,104,71,108,392,Blaze,Iron Fist,
Piplup,4,water,,53,51,53,61,56,40,393,Torrent,Defiant,
Prinplup,4,water,,64,66,68,81,76,50,394,Torrent,Defiant,
Empoleon,4,water,steel,84,86,88,111,101,60,395,Torrent,Defiant,
Starly,4,normal,flying,40,55,30,30,30,60,396,Keen Eye,Reckless,
Staravia,4,normal,flying,55,75,50,40,40,80,397,Intimidate,Reckless,
Staraptor,4,normal,flying,85,120,70,50,60,100,398,Intimidate,Reckless,
Bidoof,4,normal,,59,45,40,35,40,31,399,Simple,Unaware,Moody
Bibarel,4,normal,water,79,85,60,55,60,71,400,Simple,Unaware,Moody
Kricketot,4,bug,,37,25,41,25,41,25,401,Shed Skin,Run Away,
Kricketune,4,bug,,77,85,51,55,51,65,402,Swarm,Technician,
Shinx,4,electric,,45,65,34,40,34,45,403,Rivalry,Intimidate,Guts
Luxio,4,electric,,60,85,49,60,49,60,404,Rivalry,Intimidate,Guts
Luxray,4,electric,,80,120,79,95,79,70,405,Rivalry,Intimidate,Guts
Budew,4,grass,poison,40,30,35,50,70,55,406,Natural Cure,Poison Point,Leaf Guard
Roserade,4,grass,poison,60,70,65,125,105,90,407,Natural Cure,Poison Point,Technician
Cranidos,4,rock,,67,125,40,30,30,58,408,Mold Breaker,Sheer Force,
Rampardos,4,rock,,97,165,60,65,50,58,409,Mold Breaker,Sheer Force,
Shieldon,4,rock,steel,30,42,118,42,88,30,410,Sturdy,Soundproof,
Bastiodon,4,rock,steel,60,52,168,47,138,30,411,Sturdy,Soundproof,
Burmy,4,bug,,40,29,45,29,45,36,412,Shed Skin,Overcoat,
Wormadam,4,bug,grass,60,69,95,69,95,36,413,Anticipation,Overcoat,
Mothim,4,bug,flying,70,94,50,94,50,66,414,Swarm,Tinted Lens,
Combee,4,bug,flying,30,30,42,30,42,70,415,Honey Gather,Hustle,
Vespiquen,4,bug,flying,70,80,102,80,102,40,416,Pressure,Unnerve,
Pachirisu,4,electric,,60,45,70,45,90,95,417,Run Away,Pickup,Volt Absorb
Buizel,4,water,,55,65,35,60,30,85,418,Swift Swim,Water Veil,
Floatzel,4,water,,85,105,55,85,50,115,419,Swift Swim,Water Veil,
Cherubi,4,grass,,45,35,45,62,53,35,420,Chlorophyll,,
Cherrim,4,grass,,70,60,70,87,78,85,421,Flower Gift,,
Shellos,4,water,,76,48,48,57,62,34,422,Sticky Hold,Storm Drain,Sand Force
Gastrodon,4,water,ground,111,83,68,92,82,39,423,Sticky Hold,Storm Drain,Sand Force
Ambipom,4,normal,,75,100,66,60,66,115,424,Technician,Pickup,Skill Link
Drifloon,4,ghost,flying,90,50,34,60,44,70,425,Aftermath,Unburden,Flare Boost
Drifblim,4,ghost,flying,150,80,44,90,54,80,426,Aftermath,Unburden,Flare Boost
Buneary,4,normal,,55,66,44,44,56,85,427,Run Away,Klutz,Limber
Lopunny,4,normal,,65,136,94,54,96,135,428,Cute Charm,Klutz,Limber
Mismagius,4,ghost,,60,60,60,105,105,105,429,Levitate,,
Honchkrow,4,dark,flying,100,125,52,105,52,71,430,Insomnia,Super Luck,Moxie
Glameow,4,normal,,49,55,42,42,37,85,431,Limber,Own Tempo,Keen Eye
Purugly,4,normal,,71,82,64,64,59,112,432,Thick Fat,Own Tempo,Defiant
Chingling,4,psychic,,45,30,50,65,50,45,433,Levitate,,
Stunky,4,poison,dark,63,63,47,41,41,74,434,Stench,Aftermath,Keen Eye
Skuntank,4,poison,dark,103,93,67,71,61,84,435,Stench,Aftermath,Keen Eye
Bronzor,4,steel,psychic,57,24,86,24,86,23,436,Levitate,Heatproof,Heavy Metal
Bronzong,4,steel,psychic,67,89,116,79,116,33,437,Levitate,Heatproof,Heavy Metal
Bonsly,4,rock,,50,80,95,10,45,10,438,Sturdy,Rock Head,Rattled
Mime Jr.,4,psychic,fairy,20,25,45,70,90,60,439,Soundproof,Filter,Technician
Happiny,4,normal,,100,5,5,15,65,30,440,Natural Cure,Serene Grace,Friend Guard
Chatot,4,normal,flying,76,65,45,92,42,91,441,Keen Eye,Tangled Feet,Big Pecks
Spiritomb,4,ghost,dark,50,92,108,92,108,35,442,Pressure,Infiltrator,
Gible,4,dragon,ground,58,70,45,40,45,42,443,Sand Veil,Rough Skin,
Gabite,4,dragon,ground,68,90,65,50,55,82,444,Sand Veil,Rough Skin,
Garchomp,4,dragon,ground,108,170,115,120,95,92,445,Sand Veil,Rough Skin,
Munchlax,4,normal,,135,85,40,40,85,5,446,Pickup,Thick Fat,Gluttony
Riolu,4,fighting,,40,70,40,35,40,60,447,Steadfast,Inner Focus,Prankster
Lucario,4,fighting,steel,70,145,88,140,70,112,448,Steadfast,Inner Focus,Justified
Hippopotas,4,ground,,68,72,78,38,42,32,449,Sand Stream,Sand Force,
Hippowdon,4,ground,,108,112,118,68,72,47,450,Sand Stream,Sand Force,
Skorupi,4,poison,bug,40,50,90,30,55,65,451,Battle Armor,Sniper,Keen Eye
Drapion,4,poison,dark,70,90,110,60,75,95,452,Battle Armor,Sniper,Keen Eye
Croagunk,4,poison,fighting,48,61,40,61,40,50,453,Anticipation,Dry Skin,Poison Touch
Toxicroak,4,poison,fighting,83,106,65,86,65,85,454,Anticipation,Dry Skin,Poison Touch
Carnivine,4,grass,,74,100,72,90,72,46,455,Levitate,,
Finneon,4,water,,49,49,56,49,61,66,456,Swift Swim,Storm Drain,Water Veil
Lumineon,4,water,,69,69,76,69,86,91,457,Swift Swim,Storm Drain,Water Veil
Mantyke,4,water,flying,45,20,50,60,120,50,458,Swift Swim,Water Absorb,Water Veil
Snover,4,grass,ice,60,62,50,62,60,40,459,Snow Warning,Soundproof,
Abomasnow,4,grass,ice,90,132,105,132,105,30,460,Snow Warning,Soundproof,
Weavile,4,dark,ice,70,120,65,45,85,125,461,Pressure,Pickpocket,
Magnezone,4,electric,steel,70,70,115,130,90,60,462,Magnet Pull,Sturdy,Analytic
Lickilicky,4,normal,,110,85,95,80,95,50,463,Own Tempo,Oblivious,Cloud Nine
Rhyperior,4,ground,rock,115,140,130,55,55,40,464,Lightningrod,Solid Rock,Reckless
Tangrowth,4,grass,,100,100,125,110,50,50,465,Chlorophyll,Leaf Guard,Regenerator
Electivire,4,electric,,75,123,67,95,85,95,466,Motor Drive,Vital Spirit,
Magmortar,4,fire,,75,95,67,125,95,83,467,Flame Body,Vital Spirit,
Togekiss,4,fairy,flying,85,50,95,120,115,80,468,Hustle,Serene Grace,Super Luck
Yanmega,4,bug,flying,86,76,86,116,56,95,469,Speed Boost,Tinted Lens,Frisk
Leafeon,4,grass,,65,110,130,60,65,95,470,Leaf Guard,Chlorophyll,
Glaceon,4,ice,,65,60,110,130,95,65,471,Snow Cloak,Ice Body,
Gliscor,4,ground,flying,75,95,125,45,75,95,472,Hyper Cutter,Sand Veil,Poison Heal
Mamoswine,4,ice,ground,110,130,80,70,60,80,473,Oblivious,Snow Cloak,Thick Fat
Porygon-Z,4,normal,,85,80,70,135,75,90,474,Adaptability,Download,Analytic
Gallade,4,psychic,fighting,68,165,95,65,115,110,475,Steadfast,Justified,
Probopass,4,rock,steel,60,55,145,75,150,40,476,Sturdy,Magnet Pull,Sand Force
Dusknoir,4,ghost,,45,100,135,65,135,45,477,Pressure,Frisk,
Froslass,4,ice,ghost,70,80,70,80,70,110,478,Snow Cloak,Cursed Body,
Rotom,4,electric,ghost,50,65,107,105,107,86,479,Levitate,,
Uxie,4,psychic,,75,75,130,75,130,95,480,Levitate,,
Mesprit,4,psychic,,80,105,105,105,105,80,481,Levitate,,
Azelf,4,psychic,,75,125,70,125,70,115,482,Levitate,,
Dialga,4,steel,dragon,100,120,120,150,100,90,483,Pressure,Telepathy,
Palkia,4,water,dragon,90,120,100,150,120,100,484,Pressure,Telepathy,
Heatran,4,fire,steel,91,90,106,130,106,77,485,Flash Fire,Flame Body,
Regigigas,4,normal,,110,160,110,80,110,100,486,Slow Start,,
Giratina,4,ghost,dragon,150,120,100,120,100,90,487,Pressure,Telepathy,Levitate
Cresselia,4,psychic,,120,70,120,75,130,85,488,Levitate,,
Phione,4,water,,80,80,80,80,80,80,489,Hydration,,
Manaphy,4,water,,100,100,100,100,100,100,490,Hydration,,
Darkrai,4,dark,,70,90,90,135,90,125,491,Bad Dreams,,
Shaymin,4,grass,grass,100,103,75,120,75,127,492,Natural Cure,Serene Grace,
Arceus,4,normal,,120,120,120,120,120,120,493,Multitype,,
Victini,5,psychic,fire,100,100,100,100,100,100,494,Victory Star,,
Snivy,5,grass,,45,45,55,45,55,63,495,Overgrow,Contrary,
Servine,5,grass,,60,60,75,60,75,83,496,Overgrow,Contrary,
Serperior,5,grass,,75,75,95,75,95,113,497,Overgrow,Contrary,
Tepig,5,fire,,65,63,45,45,45,45,498,Blaze,Thick Fat,
Pignite,5,fire,fighting,90,93,55,70,55,55,499,Blaze,Thick Fat,
Emboar,5,fire,fighting,110,123,65,100,65,65,500,Blaze,Reckless,
Oshawott,5,water,,55,55,45,63,45,45,501,Torrent,Shell Armor,
Dewott,5,water,,75,75,60,83,60,60,502,Torrent,Shell Armor,
Samurott,5,water,,95,100,85,108,70,70,503,Torrent,Shell Armor,
Patrat,5,normal,,45,55,39,35,39,42,504,Run Away,Keen Eye,Analytic
Watchog,5,normal,,60,85,69,60,69,77,505,Illuminate,Keen Eye,Analytic
Lillipup,5,normal,,45,60,45,25,45,55,506,Vital Spirit,Pickup,Run Away
Herdier,5,normal,,65,80,65,35,65,60,507,Intimidate,Sand Rush,Scrappy
Stoutland,5,normal,,85,110,90,45,90,80,508,Intimidate,Sand Rush,Scrappy
Purrloin,5,dark,,41,50,37,50,37,66,509,Limber,Unburden,Prankster
Liepard,5,dark,,64,88,50,88,50,106,510,Limber,Unburden,Prankster
Pansage,5,grass,,50,53,48,53,48,64,511,Gluttony,Overgrow,
Simisage,5,grass,,75,98,63,98,63,101,512,Gluttony,Overgrow,
Pansear,5,fire,,50,53,48,53,48,64,513,Gluttony,Blaze,
Simisear,5,fire,,75,98,63,98,63,101,514,Gluttony,Blaze,
Panpour,5,water,,50,53,48,53,48,64,515,Gluttony,Torrent,
Simipour,5,water,,75,98,63,98,63,101,516,Gluttony,Torrent,
Munna,5,psychic,,76,25,45,67,55,24,517,Forewarn,Synchronize,Telepathy
Musharna,5,psychic,,116,55,85,107,95,29,518,Forewarn,Synchronize,Telepathy
Pidove,5,normal,flying,50,55,50,36,30,43,519,Big Pecks,Super Luck,Rivalry
Tranquill,5,normal,flying,62,77,62,50,42,65,520,Big Pecks,Super Luck,Rivalry
Unfezant,5,normal,flying,80,115,80,65,55,93,521,Big Pecks,Super Luck,Rivalry
Blitzle,5,electric,,45,60,32,50,32,76,522,Lightningrod,Motor Drive,Sap Sipper
Zebstrika,5,electric,,75,100,63,80,63,116,523,Lightningrod,Motor Drive,Sap Sipper
Roggenrola,5,rock,,55,75,85,25,25,15,524,Sturdy,Weak Armor,Sand Force
Boldore,5,rock,,70,105,105,50,40,20,525,Sturdy,Weak Armor,Sand Force
Gigalith,5,rock,,85,135,130,60,80,25,526,Sturdy,Sand Stream,Sand Force
Woobat,5,psychic,flying,65,45,43,55,43,72,527,Unaware,Klutz,Simple
Swoobat,5,psychic,flying,67,57,55,77,55,114,528,Unaware,Klutz,Simple
Drilbur,5,ground,,60,85,40,30,45,68,529,Sand Rush,Sand Force,Mold Breaker
Excadrill,5,ground,steel,110,135,60,50,65,88,530,Sand Rush,Sand Force,Mold Breaker
Audino,5,normal,,103,60,126,80,126,50,531,Healer,Regenerator,Klutz
Timburr,5,fighting,,75,80,55,25,35,35,532,Guts,Sheer Force,Iron Fist
Gurdurr,5,fighting,,85,105,85,40,50,40,533,Guts,Sheer Force,Iron Fist
Conkeldurr,5,fighting,,105,140,95,55,65,45,534,Guts,Sheer Force,Iron Fist
Tympole,5,water,,50,50,40,50,40,64,535,Swift Swim,Hydration,Water Absorb
Palpitoad,5,water,ground,75,65,55,65,55,69,536,Swift Swim,Hydration,Water Absorb
Seismitoad,5,water,ground,105,95,75,85,75,74,537,Swift Swim,Poison Touch,Water Absorb
Throh,5,fighting,,120,100,85,30,85,45,538,Guts,Inner Focus,Mold Breaker
Sawk,5,fighting,,75,125,75,30,75,85,539,Sturdy,Inner Focus,Mold Breaker
Sewaddle,5,bug,grass,45,53,70,40,60,42,540,Swarm,Chlorophyll,Overcoat
Swadloon,5,bug,grass,55,63,90,50,80,42,541,Leaf Guard,Chlorophyll,Overcoat
Leavanny,5,bug,grass,75,103,80,70,80,92,542,Swarm,Chlorophyll,Overcoat
Venipede,5,bug,poison,30,45,59,30,39,57,543,Poison Point,Swarm,Speed Boost
Whirlipede,5,bug,poison,40,55,99,40,79,47,544,Poison Point,Swarm,Speed Boost
Scolipede,5,bug,poison,60,100,89,55,69,112,545,Poison Point,Swarm,Speed Boost
Cottonee,5,grass,fairy,40,27,60,37,50,66,546,Prankster,Infiltrator,Chlorophyll
Whimsicott,5,grass,fairy,60,67,85,77,75,116,547,Prankster,Infiltrator,Chlorophyll
Petilil,5,grass,,45,35,50,70,50,30,548,Chlorophyll,Own Tempo,Leaf Guard
Lilligant,5,grass,,70,60,75,110,75,90,549,Chlorophyll,Own Tempo,Leaf Guard
Basculin,5,water,,70,92,65,80,55,98,550,Reckless,Rock Head,Adaptability
Sandile,5,ground,dark,50,72,35,35,35,65,551,Intimidate,Moxie,Anger Point
Krokorok,5,ground,dark,60,82,45,45,45,74,552,Intimidate,Moxie,Anger Point
Krookodile,5,ground,dark,95,117,80,65,70,92,553,Intimidate,Moxie,Anger Point
Darumaka,5,fire,,70,90,45,15,45,50,554,Hustle,Inner Focus,
Darmanitan,5,fire,fire,105,30,105,140,105,55,555,Sheer Force,Zen Mode,
Maractus,5,grass,,75,86,67,106,67,60,556,Water Absorb,Chlorophyll,Storm Drain
Dwebble,5,bug,rock,50,65,85,35,35,55,557,Sturdy,Shell Armor,Weak Armor
Crustle,5,bug,rock,70,105,125,65,75,45,558,Sturdy,Shell Armor,Weak Armor
Scraggy,5,dark,fighting,50,75,70,35,70,48,559,Shed Skin,Moxie,Intimidate
Scrafty,5,dark,fighting,65,90,115,45,115,58,560,Shed Skin,Moxie,Intimidate
Sigilyph,5,psychic,flying,72,58,80,103,80,97,561,Wonder Skin ,Magic Guard,Tinted Lens
Yamask,5,ghost,,38,30,85,55,65,30,562,Mummy,,
Cofagrigus,5,ghost,,58,50,145,95,105,30,563,Mummy,,
Tirtouga,5,water,rock,54,78,103,53,45,22,564,Solid Rock,Sturdy,Swift Swim
Carracosta,5,water,rock,74,108,133,83,65,32,565,Solid Rock,Sturdy,Swift Swim
Archen,5,rock,flying,55,112,45,74,45,70,566,Defeatist,,
Archeops,5,rock,flying,75,140,65,112,65,110,567,Defeatist,,
Trubbish,5,poison,,50,50,62,40,62,65,568,Stench,Sticky Hold,Aftermath
Garbodor,5,poison,,80,95,82,60,82,75,569,Stench,Weak Armor,Aftermath
Zorua,5,dark,,40,65,40,80,40,65,570,Illusion,,
Zoroark,5,dark,,60,105,60,120,60,105,571,Illusion,,
Minccino,5,normal,,55,50,40,40,40,75,572,Cute Charm,Technician,Skill Link
Cinccino,5,normal,,75,95,60,65,60,115,573,Cute Charm,Technician,Skill Link
Gothita,5,psychic,,45,30,50,55,65,45,574,Frisk,Competitive,Shadow Tag
Gothorita,5,psychic,,60,45,70,75,85,55,575,Frisk,Competitive,Shadow Tag
Gothitelle,5,psychic,,70,55,95,95,110,65,576,Frisk,Competitive,Shadow Tag
Solosis,5,psychic,,45,30,40,105,50,20,577,Overcoat,Magic Guard,Regenerator
Duosion,5,psychic,,65,40,50,125,60,30,578,Overcoat,Magic Guard,Regenerator
Reuniclus,5,psychic,,110,65,75,125,85,30,579,Overcoat,Magic Guard,Regenerator
Ducklett,5,water,flying,62,44,50,44,50,55,580,Keen Eye,Big Pecks,Hydration
Swanna,5,water,flying,75,87,63,87,63,98,581,Keen Eye,Big Pecks,Hydration
Vanillite,5,ice,,36,50,50,65,60,44,582,Ice Body,Snow Cloak,Weak Armor
Vanillish,5,ice,,51,65,65,80,75,59,583,Ice Body,Snow Cloak,Weak Armor
Vanilluxe,5,ice,,71,95,85,110,95,79,584,Ice Body,Snow Warning,Weak Armor
Deerling,5,normal,grass,60,60,50,40,50,75,585,Chlorophyll,Sap Sipper,Serene Grace
Sawsbuck,5,normal,grass,80,100,70,60,70,95,586,Chlorophyll,Sap Sipper,Serene Grace
Emolga,5,electric,flying,55,75,60,75,60,103,587,Static,Motor Drive,
Karrablast,5,bug,,50,75,45,40,45,60,588,Swarm,Shed Skin,No Guard
Escavalier,5,bug,steel,70,135,105,60,105,20,589,Swarm,Shell Armor,Overcoat
Foongus,5,grass,poison,69,55,45,55,55,15,590,Effect Spore,Regenerator,
Amoonguss,5,grass,poison,114,85,70,85,80,30,591,Effect Spore,Regenerator,
Frillish,5,water,ghost,55,40,50,65,85,40,592,Water Absorb,Cursed Body,Damp
Jellicent,5,water,ghost,100,60,70,85,105,60,593,Water Absorb,Cursed Body,Damp
Alomomola,5,water,,165,75,80,40,45,65,594,Healer,Hydration,Regenerator
Joltik,5,bug,electric,50,47,50,57,50,65,595,Compoundeyes,Unnerve,Swarm
Galvantula,5,bug,electric,70,77,60,97,60,108,596,Compoundeyes,Unnerve,Swarm
Ferroseed,5,grass,steel,44,50,91,24,86,10,597,Iron Barbs,,
Ferrothorn,5,grass,steel,74,94,131,54,116,20,598,Iron Barbs,Anticipation,
Klink,5,steel,,40,55,70,45,60,30,599,Plus,Minus,Clear Body
Klang,5,steel,,60,80,95,70,85,50,600,Plus,Minus,Clear Body
Klinklang,5,steel,,60,100,115,70,85,90,601,Plus,Minus,Clear Body
Tynamo,5,electric,,35,55,40,45,40,60,602,Levitate,,
Eelektrik,5,electric,,65,85,70,75,70,40,603,Levitate,,
Eelektross,5,electric,,85,115,80,105,80,50,604,Levitate,,
Elgyem,5,psychic,,55,55,55,85,55,30,605,Telepathy,Synchronize,Analytic
Beheeyem,5,psychic,,75,75,75,125,95,40,606,Telepathy,Synchronize,Analytic
Litwick,5,ghost,fire,50,30,55,65,55,20,607,Flash Fire,Flame Body,Infiltrator
Lampent,5,ghost,fire,60,40,60,95,60,55,608,Flash Fire,Flame Body,Infiltrator
Chandelure,5,ghost,fire,60,55,90,145,90,80,609,Flash Fire,Flame Body,Infiltrator
Axew,5,dragon,,46,87,60,30,40,57,610,Rivalry,Mold Breaker,Unnerve
Fraxure,5,dragon,,66,117,70,40,50,67,611,Rivalry,Mold Breaker,Unnerve
Haxorus,5,dragon,,76,147,90,60,70,97,612,Rivalry,Mold Breaker,Unnerve
Cubchoo,5,ice,,55,70,40,60,40,40,613,Snow Cloak,Slush Rush,Rattled
Beartic,5,ice,,95,130,80,70,80,50,614,Snow Cloak,Slush Rush,Swift Swim
Cryogonal,5,ice,,80,50,50,95,135,105,615,Levitate,,
Shelmet,5,bug,,50,40,85,40,65,25,616,Hydration,Shell Armor,Overcoat
Accelgor,5,bug,,80,70,40,100,60,145,617,Hydration,Sticky Hold,Unburden
Stunfisk,5,ground,electric,109,66,84,81,99,32,618,Static,Limber,Sand Veil
Mienfoo,5,fighting,,45,85,50,55,50,65,619,Inner Focus,Regenerator,Reckless
Mienshao,5,fighting,,65,125,60,95,60,105,620,Inner Focus,Regenerator,Reckless
Druddigon,5,dragon,,77,120,90,60,90,48,621,Rough Skin,Sheer Force,Mold Breaker
Golett,5,ground,ghost,59,74,50,35,50,35,622,Iron Fist,Klutz,No Guard
Golurk,5,ground,ghost,89,124,80,55,80,55,623,Iron Fist,Klutz,No Guard
Pawniard,5,dark,steel,45,85,70,40,40,60,624,Defiant,Inner Focus,Pressure
Bisharp,5,dark,steel,65,125,100,60,70,70,625,Defiant,Inner Focus,Pressure
Bouffalant,5,normal,,95,110,95,40,95,55,626,Reckless,Sap Sipper,Soundproof
Rufflet,5,normal,flying,70,83,50,37,50,60,627,Keen Eye,Sheer Force,Hustle
Braviary,5,normal,flying,100,123,75,57,75,80,628,Keen Eye,Sheer Force,Defiant
Vullaby,5,dark,flying,70,55,75,45,65,60,629,Big Pecks,Overcoat,Weak Armor
Mandibuzz,5,dark,flying,110,65,105,55,95,80,630,Big Pecks,Overcoat,Weak Armor
Heatmor,5,fire,,85,97,66,105,66,65,631,Gluttony,Flash Fire,White Smoke
Durant,5,bug,steel,58,109,112,48,48,109,632,Swarm,Hustle,Truant
Deino,5,dark,dragon,52,65,50,45,50,38,633,Hustle,,
Zweilous,5,dark,dragon,72,85,70,65,70,58,634,Hustle,,
Hydreigon,5,dark,dragon,92,105,90,125,90,98,635,Levitate,,
Larvesta,5,bug,fire,55,85,55,50,55,60,636,Flame Body,Swarm,
Volcarona,5,bug,fire,85,60,65,135,105,100,637,Flame Body,Swarm,
Cobalion,5,steel,fighting,91,90,129,90,72,108,638,Justified,,
Terrakion,5,rock,fighting,91,129,90,72,90,108,639,Justified,,
Virizion,5,grass,fighting,91,90,72,90,129,108,640,Justified,,
Tornadus,5,flying,,79,100,80,110,90,121,641,Prankster,Defiant,Regenerator
Thundurus,5,electric,flying,79,105,70,145,80,101,642,Prankster,Defiant,Volt Absorb
Reshiram,5,dragon,fire,100,120,100,150,120,90,643,Turboblaze,,
Zekrom,5,dragon,electric,100,150,120,120,100,90,644,Teravolt,,
Landorus,5,ground,flying,89,145,90,105,80,91,645,Sand Force,Sheer Force,Intimidate
Kyurem,5,dragon,ice,125,120,90,170,100,95,646,Pressure,Teravolt,Turboblaze
Keldeo,5,water,fighting,91,72,90,129,90,108,647,Justified,,
Meloetta,5,normal,psychic,100,128,90,77,77,128,648,Serene Grace,,
Genesect,5,bug,steel,71,120,95,120,95,99,649,Download,,
Chespin,6,grass,,56,61,65,48,45,38,650,Overgrow,Bulletproof,
Quilladin,6,grass,,61,78,95,56,58,57,651,Overgrow,Bulletproof,
Chesnaught,6,grass,fighting,88,107,122,74,75,64,652,Overgrow,Bulletproof,
